index,tile,hflip,vflip,palette
0,0x000,0,0,8
1,0x001,0,0,8
2,0x002,0,0,8
3,0x003,0,0,8
4,0x004,0,0,8
5,0x005,0,0,8
6,0x006,0,0,8
7,0x007,0,0,8
8,0x000,0,0,8
9,0x000,0,0,8
10,0x000,0,0,8
11,0x000,0,0,8
12,0x000,0,0,8
13,0x000,0,0,8
14,0x000,0,0,8
15,0x000,0,0,8
16,0x000,0,0,8
17,0x000,0,0,8
18,0x000,0,0,8
19,0x000,0,0,8
20,0x000,0,0,8
21,0x000,0,0,8
22,0x000,0,0,8
23,0x000,0,0,8
24,0x000,0,0,8
25,0x000,0,0,8
26,0x000,0,0,8
27,0x000,0,0,8
28,0x000,0,0,8
29,0x000,0,0,8
30,0x000,0,0,8
31,0x000,0,0,8
32,0x008,0,0,8
33,0x009,0,0,8
34,0x00A,0,0,8
35,0x00B,0,0,8
36,0x00C,0,0,8
37,0x00D,0,0,8
38,0x00E,0,0,8
39,0x00F,0,0,8
40,0x000,0,0,8
41,0x000,0,0,8
42,0x000,0,0,8
43,0x000,0,0,8
44,0x000,0,0,8
45,0x000,0,0,8
46,0x000,0,0,8
47,0x000,0,0,8
48,0x000,0,0,8
49,0x000,0,0,8
50,0x000,0,0,8
51,0x000,0,0,8
52,0x000,0,0,8
53,0x000,0,0,8
54,0x000,0,0,8
55,0x000,0,0,8
56,0x000,0,0,8
57,0x000,0,0,8
58,0x000,0,0,8
59,0x000,0,0,8
60,0x000,0,0,8
61,0x000,0,0,8
62,0x000,0,0,8
63,0x000,0,0,8
64,0x010,0,0,8
65,0x011,0,0,8
66,0x012,0,0,8
67,0x013,0,0,8
68,0x014,0,0,8
69,0x015,0,0,8
70,0x016,0,0,8
71,0x017,0,0,8
72,0x000,0,0,8
73,0x000,0,0,8
74,0x000,0,0,8
75,0x000,0,0,8
76,0x000,0,0,8
77,0x000,0,0,8
78,0x000,0,0,8
79,0x000,0,0,8
80,0x000,0,0,8
81,0x000,0,0,8
82,0x000,0,0,8
83,0x000,0,0,8
84,0x000,0,0,8
85,0x000,0,0,8
86,0x000,0,0,8
87,0x000,0,0,8
88,0x000,0,0,8
89,0x000,0,0,8
90,0x000,0,0,8
91,0x000,0,0,8
92,0x000,0,0,8
93,0x000,0,0,8
94,0x000,0,0,8
95,0x000,0,0,8
96,0x018,0,0,8
97,0x019,0,0,8
98,0x01A,0,0,8
99,0x01B,0,0,8
100,0x01C,0,0,8
101,0x01D,0,0,8
102,0x01E,0,0,8
103,0x01F,0,0,8
104,0x000,0,0,8
105,0x000,0,0,8
106,0x000,0,0,8
107,0x000,0,0,8
108,0x000,0,0,8
109,0x000,0,0,8
110,0x000,0,0,8
111,0x000,0,0,8
112,0x000,0,0,8
113,0x000,0,0,8
114,0x000,0,0,8
115,0x000,0,0,8
116,0x000,0,0,8
117,0x000,0,0,8
118,0x000,0,0,8
119,0x000,0,0,8
120,0x000,0,0,8
121,0x000,0,0,8
122,0x000,0,0,8
123,0x000,0,0,8
124,0x000,0,0,8
125,0x000,0,0,8
126,0x000,0,0,8
127,0x000,0,0,8
128,0x020,0,0,8
129,0x021,0,0,8
130,0x022,0,0,8
131,0x023,0,0,8
132,0x024,0,0,8
133,0x025,0,0,8
134,0x026,0,0,8
135,0x027,0,0,8
136,0x000,0,0,8
137,0x000,0,0,8
138,0x000,0,0,8
139,0x000,0,0,8
140,0x000,0,0,8
141,0x000,0,0,8
142,0x000,0,0,8
143,0x000,0,0,8
144,0x000,0,0,8
145,0x000,0,0,8
146,0x000,0,0,8
147,0x000,0,0,8
148,0x000,0,0,8
149,0x000,0,0,8
150,0x000,0,0,8
151,0x000,0,0,8
152,0x000,0,0,8
153,0x000,0,0,8
154,0x000,0,0,8
155,0x000,0,0,8
156,0x000,0,0,8
157,0x000,0,0,8
158,0x000,0,0,8
159,0x000,0,0,8
160,0x028,0,0,8
161,0x029,0,0,8
162,0x02A,0,0,8
163,0x02B,0,0,8
164,0x02C,0,0,8
165,0x02D,0,0,8
166,0x02E,0,0,8
167,0x000,0,0,8
168,0x000,0,0,8
169,0x000,0,0,8
170,0x000,0,0,8
171,0x000,0,0,8
172,0x000,0,0,8
173,0x000,0,0,8
174,0x000,0,0,8
175,0x000,0,0,8
176,0x000,0,0,8
177,0x000,0,0,8
178,0x000,0,0,8
179,0x000,0,0,8
180,0x000,0,0,8
181,0x000,0,0,8
182,0x000,0,0,8
183,0x000,0,0,8
184,0x000,0,0,8
185,0x000,0,0,8
186,0x000,0,0,8
187,0x000,0,0,8
188,0x000,0,0,8
189,0x000,0,0,8
190,0x000,0,0,8
191,0x000,0,0,8
192,0x030,0,0,8
193,0x031,0,0,8
194,0x032,0,0,8
195,0x033,0,0,8
196,0x034,0,0,8
197,0x035,0,0,8
198,0x036,0,0,8
199,0x000,0,0,8
200,0x000,0,0,8
201,0x000,0,0,8
202,0x000,0,0,8
203,0x000,0,0,8
204,0x000,0,0,8
205,0x000,0,0,8
206,0x000,0,0,8
207,0x000,0,0,8
208,0x000,0,0,8
209,0x000,0,0,8
210,0x000,0,0,8
211,0x000,0,0,8
212,0x000,0,0,8
213,0x000,0,0,8
214,0x000,0,0,8
215,0x000,0,0,8
216,0x000,0,0,8
217,0x000,0,0,8
218,0x000,0,0,8
219,0x000,0,0,8
220,0x000,0,0,8
221,0x000,0,0,8
222,0x000,0,0,8
223,0x000,0,0,8
224,0x038,0,0,8
225,0x039,0,0,8
226,0x03A,0,0,8
227,0x03B,0,0,8
228,0x03C,0,0,8
229,0x03D,0,0,8
230,0x03E,0,0,8
231,0x03F,0,0,8
232,0x000,0,0,8
233,0x000,0,0,8
234,0x000,0,0,8
235,0x000,0,0,8
236,0x000,0,0,8
237,0x000,0,0,8
238,0x000,0,0,8
239,0x000,0,0,8
240,0x000,0,0,8
241,0x000,0,0,8
242,0x000,0,0,8
243,0x000,0,0,8
244,0x000,0,0,8
245,0x000,0,0,8
246,0x000,0,0,8
247,0x000,0,0,8
248,0x000,0,0,8
249,0x000,0,0,8
250,0x000,0,0,8
251,0x000,0,0,8
252,0x000,0,0,8
253,0x000,0,0,8
254,0x000,0,0,8
255,0x000,0,0,8
256,0x000,0,0,8
257,0x000,0,0,8
258,0x000,0,0,8
259,0x000,0,0,8
260,0x000,0,0,8
261,0x000,0,0,8
262,0x000,0,0,8
263,0x000,0,0,8
264,0x000,0,0,8
265,0x000,0,0,8
266,0x000,0,0,8
267,0x000,0,0,8
268,0x000,0,0,8
269,0x000,0,0,8
270,0x000,0,0,8
271,0x000,0,0,8
272,0x000,0,0,8
273,0x000,0,0,8
274,0x000,0,0,8
275,0x000,0,0,8
276,0x000,0,0,8
277,0x000,0,0,8
278,0x000,0,0,8
279,0x000,0,0,8
280,0x000,0,0,8
281,0x000,0,0,8
282,0x000,0,0,8
283,0x000,0,0,8
284,0x000,0,0,8
285,0x000,0,0,8
286,0x000,0,0,8
287,0x000,0,0,8
288,0x000,0,0,8
289,0x000,0,0,8
290,0x000,0,0,8
291,0x000,0,0,8
292,0x000,0,0,8
293,0x000,0,0,8
294,0x000,0,0,8
295,0x000,0,0,8
296,0x000,0,0,8
297,0x000,0,0,8
298,0x000,0,0,8
299,0x000,0,0,8
300,0x000,0,0,8
301,0x000,0,0,8
302,0x000,0,0,8
303,0x000,0,0,8
304,0x000,0,0,8
305,0x000,0,0,8
306,0x000,0,0,8
307,0x000,0,0,8
308,0x000,0,0,8
309,0x000,0,0,8
310,0x000,0,0,8
311,0x000,0,0,8
312,0x000,0,0,8
313,0x000,0,0,8
314,0x000,0,0,8
315,0x000,0,0,8
316,0x000,0,0,8
317,0x000,0,0,8
318,0x000,0,0,8
319,0x000,0,0,8
320,0x000,0,0,8
321,0x000,0,0,8
322,0x000,0,0,8
323,0x000,0,0,8
324,0x000,0,0,8
325,0x000,0,0,8
326,0x000,0,0,8
327,0x000,0,0,8
328,0x000,0,0,8
329,0x000,0,0,8
330,0x000,0,0,8
331,0x000,0,0,8
332,0x000,0,0,8
